Text,string_City,score_Count People Found Review Helpful,date_Date Created,score_Overall Rating,string_Place Location,string_State,summary
I had to returned the jewelry  I bought few months ago. Mindy from Brooklyn store was very professional and kind enough to make it so easy. Not every store welcome for returning  items but she made me feel VIP of the day.Her smiles and kindness will make me return to the store as regular customer in the future ! Thank you Mindy 🙏😊❤️❤️,Brooklyn,0.0,2024-04-10,5,"107 N 6th St, Brooklyn, NY",NY,"

None
Positive Experience: Mindy from Brooklyn store was very professional and kind enough to make the return process easy. She made the customer feel like a VIP and the customer plans to return as a regular in the future.
Staff Behavior: Mindy was professional, kind, and welcoming during the return process.
Product/Service Feedback: None
Suggestions for Improvement: None"
"had an outstanding experience with GABBY! she was so attentive and knowledgeable, and extremely patient as i tried about a million different items. shes great!",Brooklyn,0.0,2024-09-10,5,"107 N 6th St, Brooklyn, NY",NY,"
None
Positive Experience: Had an outstanding experience with GABBY! She was attentive, knowledgeable, and patient as the customer tried multiple items.
Staff Behavior: GABBY was described as attentive, knowledgeable, and patient.
Product/Service Feedback: None
Suggestions for Improvement: None"
Got a piercing appointment as a gift for Christmas and I got an email the day of my appointment from Mejuri cancelling my appointment with no offer of making it right. Not cool.,Brooklyn,0.0,2025-01-10,1,"107 N 6th St, Brooklyn, NY",NY,"

Negative Issue: Appointment was cancelled by Mejuri with no offer to make it right.

Staff Behavior: No information provided.

Product/Service Feedback: No information provided.

Suggestions for Improvement: Mejuri should have offered to make things right for the cancelled appointment."
Kim is amazing! Helped me find a gift so quickly and was so so nice. Great experience,Brooklyn,0.0,2024-12-10,5,"107 N 6th St, Brooklyn, NY",NY,"!


Negative Issue: None
Positive Experience: The reviewer had a great experience and received excellent customer service from an employee named Kim.
Staff Behavior: Kim was described as amazing, helpful, and nice.
Product/Service Feedback: None
Suggestions for Improvement: None"
If you are looking for a jewelry store without worrying if you are getting scammed. The jewelry here is great looking and is legit.As far as the in store experience goes is a 1000/10. Mindy went above and beyond staying open past closing to help me last second. I called in and when I arrived the order was ready. I will be coming back to this store.Customer service is wonderful.The store looks modern and inviting.The jewelry is worth your dollar.,Brooklyn,0.0,2024-02-10,5,"107 N 6th St, Brooklyn, NY",NY,"

Negative Issue: None
Positive Experience: Great looking and legitimate jewelry, excellent in-store experience, helpful and accommodating staff, modern and inviting store.
Staff Behavior: Mindy went above and beyond to help the customer, and overall the customer service was wonderful.
Product/Service Feedback: The jewelry is worth the money.
Suggestions for Improvement: None"
"Popped in the store today just to browse. Staff was so lovely and attentive, 2 sales associates made sure to approach me to ask me if I needed help & let me know the sizes of the rings displayed and to feel free to try on. Will definitely return again soon and make another purchase,",Brooklyn,0.0,2024-06-10,5,"107 N 6th St, Brooklyn, NY",NY," the selection is lovely

Negative Issue: None
Positive Experience: The customer had a positive experience with the staff, who were attentive and helpful.
Staff Behavior: The staff were described as lovely and attentive, and they approached the customer to offer assistance and provide information about the products.
Product/Service Feedback: The customer enjoyed browsing the selection of rings and plans to return for another purchase.
Suggestions for Improvement: None."
Went in to pick up an online order (so I could make sure the sizing was perfect) and was greeted by Geo. This associate assisted me from the minute I walked in the door and made sure I was completely satisfied when I left! Mindy also assisted with sizing and offered advice on sizing. Both people were great! Definitely worth the trip to the store!!!,Brooklyn,0.0,2024-02-10,5,"107 N 6th St, Brooklyn, NY",NY,"

- Negative Issue: None
- Positive Experience: Overall, the reviewer had a positive experience at the store.
- Staff Behavior: The reviewer had interactions with two staff members, Geo and Mindy, who were both helpful and knowledgeable. They made sure the reviewer was satisfied and offered advice.
- Product/Service Feedback: The reviewer was satisfied with the product as they mentioned it was worth the trip to the store.
- Suggestions for Improvement: None"
"I came here today to pickup an order and everyone in the store was super friendly and welcoming! They also have complimentary drinks that they offer to customers as well which is nice. I was helped by one of the employees by the name of Nayaa and she was very friendly and pleasant to be around, will definitely be coming back to this location.",Brooklyn,0.0,2024-02-10,5,"107 N 6th St, Brooklyn, NY",NY,"

Negative Issue: None
Positive Experience: Friendly and welcoming staff, complimentary drinks offered to customers.
Staff Behavior: Nayaa was very friendly and pleasant to be around.
Product/Service Feedback: None
Suggestions for Improvement: None"
"I chose to visit this location over the one in Soho because of the reviews. (I figure this location is more inaccessible to tourists, lol.) I was immediately greeted when I walked through the door, was provided sizing and styling advice for the rings I purchased, and was able to snag the gift I came into the store for.THANK YOU KAYLA!!!",Brooklyn,0.0,2024-04-10,5,"107 N 6th St, Brooklyn, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience at this location, including being greeted upon entry, receiving sizing and styling advice, and finding the desired gift.
Staff Behavior: The reviewer specifically mentions the helpfulness and knowledge of staff member Kayla.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Not to throw shade at the brand, I use Mejuri jewelry for some of my everyday accessories, meaning this was not my first time shopping from the brand, so I came in knowing exactly what I wanted. At first the young woman who asked me what I was looking for seemed like she was not in the mood for working. Without even making an effort to check, she first said that the earrings I wanted were not available in-store. Right after I said Ok, I guess Ill just make my purchase online she magically remembered they were in stock in the back room! The whole 5 minutes I was there she acted as if she was doing me a favor. Honestly, such a disappointing attitude from their staff for such beautiful stores with affordable and cute jewelry.",Brooklyn,3.0,2024-02-10,3,"107 N 6th St, Brooklyn, NY",NY,"

Negative Issue: Disappointing attitude and unhelpful behavior from staff at Mejuri jewelry store.
Positive Experience: The reviewer had previously shopped at the store and found the jewelry to be affordable and cute.
Staff Behavior: The staff member initially seemed uninterested and did not make an effort to check for the item requested, but later magically remembered it was in stock and acted as if she was doing the customer a favor.
Product/Service Feedback: None.
Suggestions for Improvement: None."
